id_observation;id_observation_sinp;id_releve;id_releve_sinp;code_perso;id_releve_type;lib_biblio;nom_herbier;nom_org_f;lib_releve_methode;date_releve_deb;date_releve_fin;nom_obs;id_precision;resolution;code_gps;id_maille_inpn_5;id_maille_inpn_10;x_l93;y_l93;lon_wgs84;lat_wgs84;insee_comm;commune;insee_dept;lieudit;comm_loc;pays;alti_inf;alti_calc;alti_sup;surface;plage_surface;comm_milieu;lib_geologie;lib_lithologie;comm_litho;lib_exposition;pente;plage_pente;cd_hab_eunis;lib_hab_eunis;lib_hab_ch;cd_hab_ch;lib_hab_sbf;cd_hab_sbf;lib_syntaxon;cd_ref_phyto;rec_total_pl;haut_total;rec_arbo_pl;haut_arbo;rec_arbu_pl;haut_arbu;rec_sarb_pl;haut_sarb;rec_herba_pl;haut_herba;rec_crypto_pl;haut_crypto;substr_roch_pl;substr_bloc_pl;substr_cail_pl;substr_terr_pl;substr_grav_pl;substr_sabl_pl;substr_liti_pl;substr_tuf_pl;nom_cite;cd_nom;nom_complet;cd_ref;nom_reconnu;rang;tax_type;famille;nombre_pieds;plage_nb_pieds;lib_strate;lib_phenologie1;lib_phenologie2;lib_deg_nat;abondance;sociab;lib_herbier;part_herbier1;comm_taxon;meta_original_id_obs;nom_programme;lib_org_comm;meta_comm;meta_original_id_rel;meta_original_bdd;sinp_dspublique;valid_reg
874907;336aa6ac-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Stachys recta L.;124805;Stachys recta L., 1767;124805;Stachys recta L., 1767;ES;P;Lamiaceae;;;Non précisée;;;;P;;;;;3756;;;;3756;RELEVE16.txt;;Probable
874913;336ac880-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Pistacia lentiscus L.;113744;Pistacia lentiscus L., 1753;113744;Pistacia lentiscus L., 1753;ES;P;Anacardiaceae;;;Non précisée;;;;2;;;;;3756;;;;3756;RELEVE16.txt;;Probable
874916;336ad9ab-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Aristolochia altissima Desf.;83776;Aristolochia altissima Desf., 1799;83776;Aristolochia altissima Desf., 1799;ES;P;Aristolochiaceae;;;Non précisée;;;Naturalisé;P;;;;;3756;;;;3756;RELEVE16.txt;;Probable
874921;336af6e5-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Asparagus acutifolius L.;84264;Asparagus acutifolius L., 1753;84264;Asparagus acutifolius L., 1753;ES;P;Asparagaceae;;;Non précisée;;;;1;;;;;3756;;;;3756;RELEVE16.txt;;Probable
874926;336b12eb-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Phillyrea media L.;113148;Phillyrea latifolia L., 1753;113148;Phillyrea latifolia L., 1753;ES;P;Oleaceae;;;Non précisée;;;;P;;;;;3756;;;;3756;RELEVE16.txt;;Probable
874928;336b1e14-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Teucrium chamaedrys L. subsp. pinnatifidum (Sennen) Rech. fi;125981;Teucrium chamaedrys L., 1753;125981;Teucrium chamaedrys L., 1753;ES;P;Lamiaceae;;;Non précisée;;;;1;;;;;3756;;;;3756;RELEVE16.txt;;Probable
874938;336b5755-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Brachypodium ramosum Roemer & Schultes, non P. Beauv.;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;ES;P;Poaceae;;;Non précisée;;;;2;;;;;3756;;;;3756;RELEVE16.txt;;Probable
874939;336b5cfc-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Thymus vulgaris L.;126582;Thymus vulgaris L., 1753;126582;Thymus vulgaris L., 1753;ES;P;Lamiaceae;;;Non précisée;;;;1;;;;;3756;;;;3756;RELEVE16.txt;;Probable
875021;336d2f9e-8d83-11e7-885f-1cc1dee9999c;158589;0a6de393-8d7c-11e7-885f-1cc1dee9999c;3;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1047022;6297670;7.30556792417399;43.6928932332599;6088;Nice;6;MONT BORON;;FR;90;96;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Pistacia lentiscus L.;113744;Pistacia lentiscus L., 1753;113744;Pistacia lentiscus L., 1753;ES;P;Anacardiaceae;;;Non précisée;;;;1;;;;;3759;;;;3759;RELEVE16.txt;;Probable
875024;336d40ad-8d83-11e7-885f-1cc1dee9999c;158589;0a6de393-8d7c-11e7-885f-1cc1dee9999c;3;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1047022;6297670;7.30556792417399;43.6928932332599;6088;Nice;6;MONT BORON;;FR;90;96;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Aristolochia altissima Desf.;83776;Aristolochia altissima Desf., 1799;83776;Aristolochia altissima Desf., 1799;ES;P;Aristolochiaceae;;;Non précisée;;;Naturalisé;P;;;;;3759;;;;3759;RELEVE16.txt;;Probable
875030;336d63ad-8d83-11e7-885f-1cc1dee9999c;158589;0a6de393-8d7c-11e7-885f-1cc1dee9999c;3;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1047022;6297670;7.30556792417399;43.6928932332599;6088;Nice;6;MONT BORON;;FR;90;96;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Asparagus acutifolius L.;84264;Asparagus acutifolius L., 1753;84264;Asparagus acutifolius L., 1753;ES;P;Asparagaceae;;;Non précisée;;;;1;;;;;3759;;;;3759;RELEVE16.txt;;Probable
875033;336d748e-8d83-11e7-885f-1cc1dee9999c;158589;0a6de393-8d7c-11e7-885f-1cc1dee9999c;3;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1047022;6297670;7.30556792417399;43.6928932332599;6088;Nice;6;MONT BORON;;FR;90;96;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Phillyrea media L.;113148;Phillyrea latifolia L., 1753;113148;Phillyrea latifolia L., 1753;ES;P;Oleaceae;;;Non précisée;;;;P;;;;;3759;;;;3759;RELEVE16.txt;;Probable
875034;336d7a2b-8d83-11e7-885f-1cc1dee9999c;158589;0a6de393-8d7c-11e7-885f-1cc1dee9999c;3;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1047022;6297670;7.30556792417399;43.6928932332599;6088;Nice;6;MONT BORON;;FR;90;96;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Clematis flammula L.;91867;Clematis flammula L., 1753;91867;Clematis flammula L., 1753;ES;P;Ranunculaceae;;;Non précisée;;;;P;;;;;3759;;;;3759;RELEVE16.txt;;Probable
875040;336d9c85-8d83-11e7-885f-1cc1dee9999c;158589;0a6de393-8d7c-11e7-885f-1cc1dee9999c;3;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1047022;6297670;7.30556792417399;43.6928932332599;6088;Nice;6;MONT BORON;;FR;90;96;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Brachypodium ramosum Roemer & Schultes, non P. Beauv.;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;ES;P;Poaceae;;;Non précisée;;;;2;;;;;3759;;;;3759;RELEVE16.txt;;Probable
875041;336da230-8d83-11e7-885f-1cc1dee9999c;158589;0a6de393-8d7c-11e7-885f-1cc1dee9999c;3;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1047022;6297670;7.30556792417399;43.6928932332599;6088;Nice;6;MONT BORON;;FR;90;96;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Thymus vulgaris L.;126582;Thymus vulgaris L., 1753;126582;Thymus vulgaris L., 1753;ES;P;Lamiaceae;;;Non précisée;;;;P;;;;;3759;;;;3759;RELEVE16.txt;;Probable
875042;336da7d2-8d83-11e7-885f-1cc1dee9999c;158589;0a6de393-8d7c-11e7-885f-1cc1dee9999c;3;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1047022;6297670;7.30556792417399;43.6928932332599;6088;Nice;6;MONT BORON;;FR;90;96;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Allium acutiflorum Loisel.;81297;Allium acutiflorum Loisel., 1809;81297;Allium acutiflorum Loisel., 1809;ES;P;Amaryllidaceae;;;Non précisée;;;;P;;;;;3759;;;;3759;RELEVE16.txt;;Probable
875052;336de09f-8d83-11e7-885f-1cc1dee9999c;158589;0a6de393-8d7c-11e7-885f-1cc1dee9999c;3;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1047022;6297670;7.30556792417399;43.6928932332599;6088;Nice;6;MONT BORON;;FR;90;96;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Hedera helix L.;100787;Hedera helix L., 1753;100787;Hedera helix L., 1753;ES;P;Araliaceae;;;Non précisée;;;;P;;;;;3759;;;;3759;RELEVE16.txt;;Probable
875054;336dec15-8d83-11e7-885f-1cc1dee9999c;158589;0a6de393-8d7c-11e7-885f-1cc1dee9999c;3;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1047022;6297670;7.30556792417399;43.6928932332599;6088;Nice;6;MONT BORON;;FR;90;96;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Dactylis glomerata L.;94207;Dactylis glomerata L., 1753;94207;Dactylis glomerata L., 1753;ES;P;Poaceae;;;Non précisée;;;;P;;;;;3759;;;;3759;RELEVE16.txt;;Probable
875063;336e1f55-8d83-11e7-885f-1cc1dee9999c;158590;0a6de9c6-8d7c-11e7-885f-1cc1dee9999c;2;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046990;6297315;7.30493178774456;43.689719313121;6088;Nice;6;MONT BORON;;FR;90;104;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;< à 1°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Pistacia lentiscus L.;113744;Pistacia lentiscus L., 1753;113744;Pistacia lentiscus L., 1753;ES;P;Anacardiaceae;;;Non précisée;;;;2;;;;;3760;;;;3760;RELEVE16.txt;;Probable
875065;336e2a9b-8d83-11e7-885f-1cc1dee9999c;158590;0a6de9c6-8d7c-11e7-885f-1cc1dee9999c;2;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046990;6297315;7.30493178774456;43.689719313121;6088;Nice;6;MONT BORON;;FR;90;104;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;< à 1°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Aristolochia altissima Desf.;83776;Aristolochia altissima Desf., 1799;83776;Aristolochia altissima Desf., 1799;ES;P;Aristolochiaceae;;;Non précisée;;;Naturalisé;P;;;;;3760;;;;3760;RELEVE16.txt;;Probable
875066;336e3040-8d83-11e7-885f-1cc1dee9999c;158590;0a6de9c6-8d7c-11e7-885f-1cc1dee9999c;2;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046990;6297315;7.30493178774456;43.689719313121;6088;Nice;6;MONT BORON;;FR;90;104;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;< à 1°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Chamaerops humilis L.;90524;Chamaerops humilis L., 1753;90524;Chamaerops humilis L., 1753;ES;P;Arecaceae;;;Non précisée;;;;1;;;;;3760;;;;3760;RELEVE16.txt;;Probable
875071;336e4d17-8d83-11e7-885f-1cc1dee9999c;158590;0a6de9c6-8d7c-11e7-885f-1cc1dee9999c;2;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046990;6297315;7.30493178774456;43.689719313121;6088;Nice;6;MONT BORON;;FR;90;104;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;< à 1°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Asparagus acutifolius L.;84264;Asparagus acutifolius L., 1753;84264;Asparagus acutifolius L., 1753;ES;P;Asparagaceae;;;Non précisée;;;;1;;;;;3760;;;;3760;RELEVE16.txt;;Probable
875075;336e63cf-8d83-11e7-885f-1cc1dee9999c;158590;0a6de9c6-8d7c-11e7-885f-1cc1dee9999c;2;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046990;6297315;7.30493178774456;43.689719313121;6088;Nice;6;MONT BORON;;FR;90;104;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;< à 1°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Phillyrea media L.;113148;Phillyrea latifolia L., 1753;113148;Phillyrea latifolia L., 1753;ES;P;Oleaceae;;;Non précisée;;;;1;;;;;3760;;;;3760;RELEVE16.txt;;Probable
875076;336e697c-8d83-11e7-885f-1cc1dee9999c;158590;0a6de9c6-8d7c-11e7-885f-1cc1dee9999c;2;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046990;6297315;7.30493178774456;43.689719313121;6088;Nice;6;MONT BORON;;FR;90;104;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;< à 1°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Clematis flammula L.;91867;Clematis flammula L., 1753;91867;Clematis flammula L., 1753;ES;P;Ranunculaceae;;;Non précisée;;;;P;;;;;3760;;;;3760;RELEVE16.txt;;Probable
875078;336e74d6-8d83-11e7-885f-1cc1dee9999c;158590;0a6de9c6-8d7c-11e7-885f-1cc1dee9999c;2;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046990;6297315;7.30493178774456;43.689719313121;6088;Nice;6;MONT BORON;;FR;90;104;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;< à 1°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Teucrium chamaedrys L. subsp. pinnatifidum (Sennen) Rech. fi;125981;Teucrium chamaedrys L., 1753;125981;Teucrium chamaedrys L., 1753;ES;P;Lamiaceae;;;Non précisée;;;;P;;;;;3760;;;;3760;RELEVE16.txt;;Probable
875082;336e8bac-8d83-11e7-885f-1cc1dee9999c;158590;0a6de9c6-8d7c-11e7-885f-1cc1dee9999c;2;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046990;6297315;7.30493178774456;43.689719313121;6088;Nice;6;MONT BORON;;FR;90;104;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;< à 1°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Brachypodium ramosum Roemer & Schultes, non P. Beauv.;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;ES;P;Poaceae;;;Non précisée;;;;2;;;;;3760;;;;3760;RELEVE16.txt;;Probable
875083;336e9257-8d83-11e7-885f-1cc1dee9999c;158590;0a6de9c6-8d7c-11e7-885f-1cc1dee9999c;2;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046990;6297315;7.30493178774456;43.689719313121;6088;Nice;6;MONT BORON;;FR;90;104;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;< à 1°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Allium acutiflorum Loisel.;81297;Allium acutiflorum Loisel., 1809;81297;Allium acutiflorum Loisel., 1809;ES;P;Amaryllidaceae;;;Non précisée;;;;P;;;;;3760;;;;3760;RELEVE16.txt;;Probable
875086;336ea341-8d83-11e7-885f-1cc1dee9999c;158590;0a6de9c6-8d7c-11e7-885f-1cc1dee9999c;2;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046990;6297315;7.30493178774456;43.689719313121;6088;Nice;6;MONT BORON;;FR;90;104;90;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;< à 1°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Juniperus oxycedrus L.;136979;Juniperus oxycedrus subsp. oxycedrus L., 1753;136979;Juniperus oxycedrus subsp. oxycedrus L., 1753;SSES;P;Cupressaceae;;;Non précisée;;;;P;;;;;3760;;;;3760;RELEVE16.txt;;Probable
